日時,測定開始からの時間,電源電流,電源電圧,電源電力,回転数,モータートルク,モータ相間電圧(Vm),モータ線電流(Im),インバータ出力電力(P-Out),インバータ効率,力率進角(φ),力率,電流進角(α)
,秒,A,V,W,RPM,Nm,V,A,W,%,deg,%,deg
2025/12/5 13:50,66.1,3.7,10,37,878,0.203,4.7,3.3,27,72,7,99,1
2025/12/5 13:50,66.2,3.7,10,37,882,0.205,4.6,3.3,26,71,6.8,99,1
2025/12/5 13:50,66.3,3.7,10,37,879,0.207,4.7,3.3,27,72,6.6,99,0.9
2025/12/5 13:50,66.4,3.8,10,38,880,0.208,4.6,3.3,26,69,6.8,99,0.9
2025/12/5 13:50,66.5,3.8,10,38,880,0.209,4.7,3.3,27,70,6.5,99,0.7
2025/12/5 13:50,66.6,3.8,10,38,879,0.21,4.6,3.3,26,69,6.8,99,0.7
2025/12/5 13:50,66.7,3.8,10,38,879,0.211,4.7,3.3,27,70,6.5,99,0.6
2025/12/5 13:50,66.8,3.8,10,38,877,0.213,4.7,3.4,28,72,6.5,99,0.5
2025/12/5 13:50,66.9,3.8,10,38,873,0.213,4.6,3.4,27,71,6.5,99,0.5
2025/12/5 13:50,67,3.9,10,39,872,0.215,4.6,3.4,27,69,6.2,99,0.3
2025/12/5 13:50,67.1,3.9,10,39,868,0.217,4.6,3.4,27,69,6.3,99,0.3
2025/12/5 13:50,67.2,3.9,10,39,868,0.218,4.6,3.4,27,69,6.3,99,0.3
2025/12/5 13:50,67.3,3.9,10,39,867,0.22,4.6,3.5,28,71,6.2,99,0.3
2025/12/5 13:50,67.4,3.9,10,39,867,0.221,4.6,3.5,28,71,6.4,99,0.4
2025/12/5 13:50,67.5,4,10,40,867,0.223,4.6,3.5,28,69,6.1,99,0.6
2025/12/5 13:50,67.6,4,10,40,866,0.224,4.6,3.5,28,69,6.2,99,0.5
2025/12/5 13:50,67.7,4,10,40,866,0.225,4.6,3.5,28,69,6.3,99,0.4
2025/12/5 13:50,67.8,4,10,40,862,0.227,4.6,3.6,29,71,6.1,99,0.4
2025/12/5 13:50,67.9,4,10,40,858,0.228,4.6,3.6,29,71,6.3,99,0.4
2025/12/5 13:50,68,4.1,10,41,858,0.23,4.6,3.6,29,70,6.4,99,0.4
2025/12/5 13:50,68.1,4.1,10,41,852,0.232,4.6,3.6,29,70,6.4,99,0.4
2025/12/5 13:50,68.2,4.1,10,41,855,0.233,4.6,3.6,29,70,6,99,0.4
2025/12/5 13:50,68.3,4.1,10,41,854,0.235,4.6,3.7,29,72,6,99,0.4
2025/12/5 13:50,68.4,4.2,10,42,854,0.236,4.6,3.7,29,70,6.2,99,0.5
2025/12/5 13:50,68.5,4.2,10,42,855,0.238,4.6,3.7,29,70,6.1,99,0.5
2025/12/5 13:50,68.6,4.2,10,42,852,0.239,4.6,3.7,29,70,5.9,99,0.5
2025/12/5 13:50,68.7,4.2,10,42,854,0.24,4.6,3.7,29,70,6.2,99,0.4
2025/12/5 13:50,68.8,4.2,10,42,851,0.241,4.6,3.7,29,70,6.2,99,0.4
2025/12/5 13:50,68.9,4.2,10,42,848,0.242,4.6,3.7,29,70,5.8,99,0.4
2025/12/5 13:50,69,4.3,10,43,845,0.244,4.6,3.8,30,70,5.7,100,0.3
2025/12/5 13:50,69.1,4.3,10,43,843,0.247,4.6,3.8,30,70,5.7,100,0.4
2025/12/5 13:50,69.2,4.3,10,43,842,0.248,4.5,3.8,29,68,6.2,99,0.4
2025/12/5 13:50,69.3,4.3,10,43,841,0.25,4.5,3.8,29,68,6.1,99,0.4
2025/12/5 13:50,69.4,4.4,10,44,841,0.251,4.5,3.9,30,69,5.8,99,0.5
2025/12/5 13:50,69.5,4.4,10,44,842,0.253,4.5,3.9,30,69,5.7,100,0.4
2025/12/5 13:50,69.6,4.4,10,44,842,0.254,4.5,3.9,30,69,5.7,100,0.6
2025/12/5 13:50,69.7,4.4,10,44,842,0.255,4.5,3.9,30,69,6.1,99,0.5
2025/12/5 13:50,69.8,4.4,10,44,837,0.257,4.5,3.9,30,69,6.1,99,0.6
2025/12/5 13:50,69.9,4.5,10,45,833,0.258,4.5,4,31,69,5.8,99,0.7
2025/12/5 13:50,70,4.5,10,45,831,0.26,4.5,4,31,69,5.9,99,0.7
2025/12/5 13:50,70.1,4.5,10,45,827,0.263,4.5,4,31,69,6.1,99,1.1
2025/12/5 13:50,70.2,4.5,10,45,829,0.264,4.5,4,31,69,5.5,100,0.8
2025/12/5 13:50,70.3,4.6,10,46,828,0.266,4.5,4.1,32,69,5.4,100,0.8
2025/12/5 13:50,70.4,4.6,10,46,827,0.268,4.5,4.1,32,69,5.6,100,0.7
2025/12/5 13:50,70.5,4.6,10,46,828,0.269,4.5,4.1,32,69,5.5,100,0.7
2025/12/5 13:50,70.6,4.6,10,46,828,0.271,4.5,4.1,32,69,5.4,100,0.7
2025/12/5 13:50,70.7,4.6,10,46,827,0.272,4.5,4.1,32,69,5.8,99,0.7
2025/12/5 13:50,70.8,4.7,10,47,826,0.274,4.5,4.1,32,68,5.6,100,0.6
2025/12/5 13:50,70.9,4.7,10,47,818,0.276,4.5,4.2,33,69,5.4,100,0.7
2025/12/5 13:50,71,4.7,10,47,817,0.277,4.5,4.2,33,69,5.6,100,0.7
2025/12/5 13:50,71.1,4.8,10,48,816,0.28,4.5,4.2,33,68,5.4,100,0.7
2025/12/5 13:50,71.2,4.8,10,48,815,0.281,4.4,4.2,32,66,5.5,100,0.6
2025/12/5 13:50,71.3,4.8,10,48,815,0.283,4.5,4.3,33,70,5.5,100,0.5
2025/12/5 13:50,71.4,4.8,10,48,812,0.286,4.5,4.3,33,70,5.1,100,0.5
2025/12/5 13:50,71.5,4.8,10,48,814,0.287,4.5,4.3,33,70,5.5,100,0.5
2025/12/5 13:50,71.6,4.9,10,49,813,0.288,4.5,4.3,33,68,5.1,100,0.4
2025/12/5 13:50,71.7,4.9,10,49,813,0.289,4.4,4.3,33,67,5.3,100,0.3
2025/12/5 13:50,71.8,4.9,10,49,810,0.291,4.5,4.4,34,70,5.2,100,0.3
2025/12/5 13:50,71.9,4.9,10,49,806,0.294,4.4,4.4,33,68,4.9,100,0.4
2025/12/5 13:50,72,5,10,50,803,0.295,4.4,4.4,33,67,4.9,100,0.4
2025/12/5 13:50,72.1,5,10,50,802,0.297,4.4,4.5,34,68,4.8,100,0.3
2025/12/5 13:50,72.2,5,10,50,800,0.3,4.4,4.5,34,68,5.1,100,0.3
2025/12/5 13:50,72.3,5,10,50,799,0.301,4.4,4.5,34,68,5.1,100,0.4
2025/12/5 13:50,72.4,5.1,10,51,799,0.303,4.4,4.5,34,67,5,100,0.7
2025/12/5 13:50,72.5,5.1,10,51,798,0.304,4.4,4.5,34,67,5,100,0.7
2025/12/5 13:50,72.6,5.1,10,51,799,0.306,4.4,4.5,34,67,4.7,100,0.6
2025/12/5 13:50,72.7,5.1,10,51,798,0.308,4.4,4.6,35,69,4.6,100,0.5
2025/12/5 13:50,72.8,5.2,10,52,794,0.309,4.4,4.6,35,67,4.6,100,0.8
2025/12/5 13:50,72.9,5.2,10,52,791,0.312,4.4,4.6,35,67,4.8,100,0.7
2025/12/5 13:50,73,5.2,10,52,787,0.313,4.4,4.6,35,67,4.5,100,0.7
2025/12/5 13:50,73.1,5.2,10,52,786,0.316,4.4,4.7,36,69,4.9,100,0.7
2025/12/5 13:50,73.2,5.3,9.9,52,783,0.318,4.4,4.7,36,68,4.4,100,0.5
2025/12/5 13:50,73.3,5.3,9.9,52,784,0.32,4.4,4.7,36,68,4.5,100,0.5
2025/12/5 13:50,73.4,5.3,9.9,52,783,0.322,4.3,4.8,36,68,4.5,100,0.4
2025/12/5 13:50,73.5,5.3,9.9,52,782,0.323,4.4,4.8,36,70,4.3,100,0.6
2025/12/5 13:50,73.6,5.4,9.9,53,784,0.325,4.4,4.8,36,68,4.7,100,0.5
2025/12/5 13:50,73.7,5.4,9.9,53,782,0.327,4.3,4.8,36,67,4.2,100,0.4
2025/12/5 13:50,73.8,5.4,9.9,53,776,0.328,4.4,4.8,36,68,4.4,100,0.9
2025/12/5 13:50,73.9,5.5,9.9,54,775,0.331,4.3,4.9,36,67,4.5,100,0.9
2025/12/5 13:50,74,5.5,9.9,54,770,0.332,4.3,4.9,36,67,4.2,100,0.9
2025/12/5 13:50,74.1,5.5,9.9,54,767,0.335,4.3,4.9,36,67,4.2,100,1.1
2025/12/5 13:50,74.2,5.6,9.9,55,768,0.338,4.3,5,37,67,4.5,100,1
2025/12/5 13:50,74.3,5.6,9.9,55,767,0.34,4.3,5,37,67,4.3,100,0.9
2025/12/5 13:50,74.4,5.6,9.9,55,766,0.342,4.3,5,37,67,4,100,1.2
2025/12/5 13:50,74.5,5.6,9.9,55,766,0.345,4.3,5,37,67,4.4,100,1.2
2025/12/5 13:50,74.6,5.7,9.9,56,766,0.346,4.3,5,37,66,4.4,100,1.1
2025/12/5 13:50,74.7,5.7,9.9,56,767,0.348,4.3,5.1,38,67,4,100,1.3
2025/12/5 13:50,74.8,5.7,9.9,56,765,0.349,4.3,5.1,38,67,4,100,1.3
2025/12/5 13:50,74.9,5.7,9.9,56,761,0.351,4.3,5.1,38,67,4.3,100,1.1
2025/12/5 13:50,75,5.8,9.9,57,756,0.354,4.3,5.2,39,67,4.2,100,1
2025/12/5 13:50,75.1,5.8,9.9,57,753,0.356,4.3,5.2,39,67,4,100,0.9
2025/12/5 13:50,75.2,5.8,9.9,57,752,0.358,4.3,5.2,39,67,3.8,100,0.9
2025/12/5 13:50,75.3,5.9,9.9,58,751,0.36,4.3,5.2,39,66,3.9,100,0.8
2025/12/5 13:50,75.4,5.9,9.9,58,752,0.363,4.3,5.3,39,67,4.1,100,0.7
2025/12/5 13:50,75.5,5.9,9.9,58,750,0.365,4.2,5.3,38,66,4.1,100,0.6
2025/12/5 13:50,75.6,5.9,9.9,58,751,0.366,4.2,5.3,38,66,4,100,0.5
2025/12/5 13:50,75.7,6,9.9,59,749,0.368,4.2,5.3,38,65,3.7,100,0.4
2025/12/5 13:50,75.8,6,9.9,59,744,0.369,4.2,5.3,38,65,3.5,100,0.3
2025/12/5 13:50,75.9,6,9.9,59,739,0.372,4.2,5.4,39,66,3.4,100,0.4
2025/12/5 13:50,76,6.1,9.9,60,736,0.376,4.2,5.4,39,65,3.4,100,0.3
2025/12/5 13:50,76.1,6.1,9.9,60,734,0.377,4.2,5.5,40,66,3.4,100,0.3
2025/12/5 13:50,76.2,6.1,9.9,60,734,0.381,4.2,5.5,40,66,3.6,100,0.3
2025/12/5 13:50,76.3,6.2,9.9,61,734,0.382,4.2,5.5,40,65,3.7,100,0.3
2025/12/5 13:50,76.4,6.2,9.9,61,733,0.385,4.2,5.5,40,65,3.7,100,0.3
2025/12/5 13:50,76.5,6.2,9.9,61,734,0.387,4.2,5.6,41,66,3.6,100,0.3
2025/12/5 13:50,76.6,6.2,9.9,61,733,0.388,4.2,5.6,41,66,3.6,100,0.4
2025/12/5 13:50,76.7,6.3,9.9,62,733,0.391,4.2,5.6,41,65,3.6,100,0.4
2025/12/5 13:50,76.8,6.3,9.9,62,727,0.392,4.2,5.6,41,65,3.5,100,0.3
2025/12/5 13:50,76.9,6.3,9.9,62,722,0.395,4.2,5.7,41,66,3.5,100,0.3
2025/12/5 13:50,77,6.4,9.9,63,719,0.398,4.2,5.7,41,65,3.4,100,0.3
2025/12/5 13:50,77.1,6.4,9.9,63,717,0.4,4.2,5.7,41,65,3.4,100,0.3
2025/12/5 13:50,77.2,6.4,9.9,63,717,0.403,4.2,5.8,42,66,3.4,100,0.3
2025/12/5 13:50,77.3,6.5,9.9,64,715,0.406,4.2,5.8,42,65,3.4,100,0.4
2025/12/5 13:50,77.4,6.5,9.9,64,716,0.407,4.2,5.8,42,65,3.3,100,0.4
2025/12/5 13:50,77.5,6.5,9.9,64,716,0.41,4.2,5.9,43,67,3.3,100,0.4
2025/12/5 13:50,77.6,6.6,9.9,65,716,0.411,4.2,5.9,43,66,3.1,100,0.4
2025/12/5 13:50,77.7,6.6,9.9,65,717,0.413,4.2,5.9,43,66,3,100,0.4
2025/12/5 13:50,77.8,6.6,9.9,65,708,0.416,4.1,5.9,42,64,2.7,100,0.3
2025/12/5 13:50,77.9,6.7,9.9,66,705,0.418,4.1,6,43,64,2.6,100,0.3
2025/12/5 13:50,78,6.7,9.9,66,702,0.421,4.1,6,43,64,2.7,100,0.3
2025/12/5 13:50,78.1,6.7,9.9,66,698,0.423,4.1,6,43,64,2.9,100,0.5
2025/12/5 13:50,78.2,6.8,9.9,67,700,0.426,4.1,6.1,43,64,3.1,100,0.5
2025/12/5 13:50,78.3,6.8,9.9,67,697,0.429,4.1,6.1,43,64,2.9,100,0.4
2025/12/5 13:50,78.4,6.8,9.9,67,697,0.43,4.1,6.1,43,64,2.7,100,0.4
2025/12/5 13:50,78.5,6.9,9.9,68,697,0.433,4.1,6.1,43,63,2.4,100,0.8
2025/12/5 13:50,78.6,6.9,9.9,68,697,0.434,4.1,6.1,43,63,2.4,100,0.9
2025/12/5 13:50,78.7,6.9,9.8,68,697,0.437,4.1,6.2,44,65,2.8,100,0.8
2025/12/5 13:50,78.8,7,9.8,69,689,0.44,4.1,6.2,44,64,2.9,100,0.7
2025/12/5 13:50,78.9,7,9.8,69,685,0.441,4.1,6.3,45,65,2.6,100,0.7
2025/12/5 13:50,79,7,9.8,69,682,0.445,4,6.3,44,64,2.4,100,0.7
2025/12/5 13:50,79.1,7.1,9.8,70,679,0.447,4,6.3,44,63,2.6,100,0.6
2025/12/5 13:50,79.2,7.1,9.8,70,678,0.45,4.1,6.4,45,65,2.6,100,0.5
2025/12/5 13:50,79.3,7.1,9.8,70,678,0.453,4,6.4,44,64,2.1,100,0.5
2025/12/5 13:50,79.4,7.2,9.8,71,677,0.455,4,6.4,44,63,2.3,100,0.9
2025/12/5 13:50,79.5,7.2,9.8,71,679,0.458,4,6.4,44,63,2.7,100,0.9
2025/12/5 13:50,79.6,7.2,9.8,71,678,0.459,4,6.5,45,64,2.4,100,0.8
2025/12/5 13:50,79.7,7.2,9.8,71,679,0.461,4,6.5,45,64,2.1,100,0.7
2025/12/5 13:50,79.8,7.3,9.8,72,675,0.464,4,6.5,45,63,2.5,100,0.6
2025/12/5 13:50,79.9,7.3,9.8,72,668,0.465,4,6.5,45,63,2.1,100,0.5
2025/12/5 13:50,80,7.4,9.8,73,664,0.469,4,6.6,46,63,2.1,100,0.8
2025/12/5 13:50,80.1,7.4,9.8,73,660,0.472,4,6.6,46,63,1.8,100,0.9
2025/12/5 13:50,80.2,7.4,9.8,73,659,0.474,4,6.7,46,64,1.6,100,0.8
2025/12/5 13:50,80.3,7.5,9.8,74,657,0.477,4,6.7,46,63,2.2,100,0.7
2025/12/5 13:50,80.4,7.5,9.8,74,657,0.479,4,6.7,46,63,1.7,100,0.6
2025/12/5 13:50,80.5,7.5,9.8,74,658,0.482,3.9,6.8,46,62,2.1,100,0.6
2025/12/5 13:50,80.6,7.6,9.8,74,657,0.485,4,6.8,47,63,1.6,100,0.5
2025/12/5 13:50,80.7,7.6,9.8,74,657,0.486,3.9,6.8,46,62,1.8,100,0.5
2025/12/5 13:50,80.8,7.6,9.8,74,650,0.489,4,6.8,47,63,1.5,100,0.4
2025/12/5 13:50,80.9,7.7,9.8,75,644,0.491,3.9,6.9,47,62,1.6,100,0.4
2025/12/5 13:50,81,7.7,9.8,75,643,0.495,3.9,6.9,47,62,1.5,100,0.4
2025/12/5 13:50,81.1,7.8,9.8,76,638,0.499,3.9,7,47,62,1.9,100,0.3
2025/12/5 13:50,81.2,7.8,9.8,76,639,0.501,3.9,7,47,62,1.2,100,0.3
2025/12/5 13:50,81.3,7.8,9.8,76,639,0.504,3.9,7,47,62,1.8,100,0.3
2025/12/5 13:50,81.4,7.9,9.8,77,638,0.506,3.9,7.1,48,62,1.1,100,0.3
2025/12/5 13:50,81.5,7.9,9.8,77,639,0.509,3.9,7.1,48,62,1.6,100,0.3
2025/12/5 13:50,81.6,7.9,9.8,77,637,0.512,3.9,7.1,48,62,1.7,100,0.3
2025/12/5 13:50,81.7,7.9,9.8,77,636,0.513,3.9,7.1,48,62,1.4,100,0.3
2025/12/5 13:50,81.8,8,9.8,78,629,0.516,3.9,7.2,49,62,1.6,100,0.3
2025/12/5 13:50,81.9,8,9.8,78,624,0.518,3.9,7.2,49,62,1,100,0.3
2025/12/5 13:50,82,8.1,9.8,79,621,0.522,3.9,7.3,49,62,0.9,100,0.2
2025/12/5 13:50,82.1,8.1,9.8,79,617,0.526,3.9,7.3,49,62,1,100,0.7
2025/12/5 13:50,82.2,8.2,9.8,80,619,0.528,3.8,7.3,48,60,1.3,100,0.6
2025/12/5 13:50,82.3,8.2,9.8,80,617,0.531,3.8,7.4,49,61,1.1,100,0.5
2025/12/5 13:50,82.4,8.2,9.8,80,615,0.534,3.8,7.4,49,61,0.8,100,0.4
2025/12/5 13:50,82.5,8.3,9.8,81,616,0.536,3.8,7.4,49,60,1.2,100,0.4
2025/12/5 13:50,82.6,8.3,9.8,81,616,0.539,3.8,7.5,49,61,1.5,100,0.5
2025/12/5 13:50,82.7,8.3,9.8,81,617,0.54,3.8,7.5,49,61,0.8,100,0.5
2025/12/5 13:50,82.8,8.4,9.8,82,612,0.543,3.8,7.5,49,60,0.9,100,0.8
2025/12/5 13:50,82.9,8.4,9.8,82,606,0.547,3.8,7.6,50,61,0.8,100,0.7
2025/12/5 13:50,83,8.4,9.8,82,601,0.549,3.8,7.6,50,61,1.4,100,0.7
2025/12/5 13:50,83.1,8.5,9.7,82,598,0.553,3.8,7.7,51,61,1.4,100,0.6
2025/12/5 13:50,83.2,8.5,9.7,82,597,0.555,3.8,7.7,51,61,0.6,100,0.5
2025/12/5 13:50,83.3,8.6,9.7,83,596,0.558,3.8,7.7,51,61,0.7,100,0.5
2025/12/5 13:50,83.4,8.6,9.7,83,595,0.562,3.7,7.8,50,60,0.8,100,0.5
2025/12/5 13:50,83.5,8.6,9.7,83,596,0.563,3.8,7.8,51,62,0.7,100,0.5
2025/12/5 13:50,83.6,8.7,9.7,84,596,0.566,3.8,7.8,51,61,0.7,100,0.5
2025/12/5 13:50,83.7,8.7,9.7,84,595,0.569,3.8,7.8,51,61,0.4,100,0.4
2025/12/5 13:50,83.8,8.7,9.7,84,590,0.571,3.8,7.9,52,62,1.1,100,0.5
2025/12/5 13:50,83.9,8.8,9.7,85,583,0.575,3.8,7.9,52,61,0.8,100,0.4
2025/12/5 13:50,84,8.8,9.7,85,578,0.577,3.7,7.9,51,59,0.9,100,0.4
2025/12/5 13:50,84.1,8.9,9.7,86,575,0.581,3.7,8,51,59,0.9,100,0.4
2025/12/5 13:50,84.2,8.9,9.7,86,573,0.585,3.7,8.1,52,60,0.3,100,0.3
2025/12/5 13:50,84.3,9,9.7,87,573,0.587,3.7,8.1,52,59,0.8,100,0.3
2025/12/5 13:50,84.4,9,9.7,87,572,0.59,3.7,8.1,52,59,0.3,100,0.3
2025/12/5 13:50,84.5,9,9.7,87,572,0.592,3.7,8.1,52,59,0.5,100,0.3
2025/12/5 13:50,84.6,9.1,9.7,88,572,0.595,3.7,8.2,53,60,0.6,100,0.3
2025/12/5 13:50,84.7,9.1,9.7,88,570,0.598,3.7,8.2,53,60,0,100,0.3
2025/12/5 13:50,84.8,9.1,9.7,88,565,0.6,3.7,8.2,53,60,0.6,100,0.5
2025/12/5 13:50,84.9,9.2,9.7,89,559,0.604,3.7,8.3,53,60,-0.1,100,0.6
2025/12/5 13:50,85,9.2,9.7,89,554,0.606,3.7,8.3,53,60,0.5,100,0.6
2025/12/5 13:50,85.1,9.3,9.7,90,551,0.61,3.6,8.4,52,58,-0.1,100,0.5
2025/12/5 13:50,85.2,9.3,9.7,90,548,0.614,3.6,8.4,52,58,0.5,100,0.5
2025/12/5 13:50,85.3,9.4,9.7,91,548,0.616,3.6,8.4,52,57,0.1,100,0.5
2025/12/5 13:50,85.4,9.4,9.7,91,548,0.62,3.6,8.5,53,58,0,100,0.5
2025/12/5 13:50,85.5,9.5,9.7,92,549,0.623,3.6,8.5,53,58,0,100,0.4
2025/12/5 13:50,85.6,9.5,9.7,92,548,0.625,3.6,8.5,53,58,-0.4,100,0.4
2025/12/5 13:50,85.7,9.5,9.7,92,548,0.628,3.6,8.6,54,58,0.2,100,0.4
2025/12/5 13:50,85.8,9.5,9.7,92,541,0.63,3.6,8.6,54,58,-0.1,100,0.4
2025/12/5 13:50,85.9,9.6,9.7,93,535,0.634,3.6,8.7,54,58,-0.2,100,0.3
2025/12/5 13:50,86,9.7,9.7,94,529,0.638,3.6,8.7,54,58,0.1,100,0.3
2025/12/5 13:50,86.1,9.7,9.7,94,526,0.64,3.5,8.7,53,56,-0.2,100,0.4
2025/12/5 13:50,86.2,9.7,9.7,94,524,0.645,3.6,8.8,55,58,-0.5,100,0.7
2025/12/5 13:50,86.3,9.8,9.7,95,522,0.647,3.6,8.8,55,58,-0.2,100,1
2025/12/5 13:50,86.4,9.8,9.7,95,523,0.65,3.5,8.9,54,57,0.1,100,0.8
2025/12/5 13:50,86.5,9.8,9.7,95,520,0.653,3.5,8.9,54,57,-0.7,100,0.6
2025/12/5 13:50,86.6,9.9,9.7,96,520,0.655,3.5,8.9,54,56,-0.9,100,0.5
2025/12/5 13:50,86.7,9.9,9.6,95,521,0.658,3.5,8.9,54,57,-0.5,100,0.5
2025/12/5 13:50,86.8,9.9,9.6,95,517,0.66,3.5,9,55,57,-0.2,100,0.5
2025/12/5 13:50,86.9,10,9.6,96,509,0.663,3.5,9,55,57,-0.1,100,0.4
2025/12/5 13:50,87,10,9.6,96,503,0.667,3.5,9.1,55,57,-0.5,100,0.4
2025/12/5 13:50,87.1,10.1,9.6,97,499,0.669,3.5,9.1,55,57,-0.8,100,0.4
2025/12/5 13:50,87.2,10.1,9.6,97,496,0.674,3.5,9.2,56,58,-1.1,100,0.4
2025/12/5 13:50,87.3,10.1,9.6,97,494,0.676,3.5,9.2,56,58,-1.1,100,0.4
2025/12/5 13:50,87.4,10.2,9.6,98,491,0.68,3.5,9.2,56,57,-1,100,0.7
2025/12/5 13:50,87.5,10.2,9.6,98,491,0.683,3.5,9.3,56,58,-1,100,0.9
2025/12/5 13:50,87.6,10.3,9.6,99,492,0.685,3.4,9.3,55,55,-1,100,0.7
2025/12/5 13:50,87.7,10.3,9.6,99,488,0.688,3.4,9.3,55,55,-0.9,100,0.6
2025/12/5 13:50,87.8,10.3,9.6,99,479,0.692,3.4,9.3,55,55,-1.4,100,0.5
2025/12/5 13:50,87.9,10.3,9.6,99,468,0.694,3.4,9.4,55,56,-1.6,100,0.6
2025/12/5 13:50,88,10.3,9.6,99,455,0.696,3.3,9.4,54,54,-1,100,0.6
2025/12/5 13:50,88.1,10.3,9.6,99,443,0.698,3.3,9.4,54,54,-0.5,100,0.6
2025/12/5 13:50,88.2,10.2,9.6,98,426,0.698,3.2,9.3,52,53,-1.8,100,0.5
2025/12/5 13:50,88.3,10.2,9.6,98,404,0.7,3.2,9.4,52,53,-1.1,100,0.5
2025/12/5 13:50,88.4,10.2,9.6,98,395,0.702,3.1,9.4,50,52,-1.8,100,0.5
2025/12/5 13:50,88.5,10.2,9.6,98,392,0.706,3.1,9.5,51,52,-1.7,100,0.5
2025/12/5 13:50,88.6,10.2,9.6,98,389,0.708,3,9.5,49,50,-1.4,100,0.4
2025/12/5 13:50,88.7,10.2,9.6,98,386,0.711,3,9.6,50,51,-2,100,0.4
2025/12/5 13:50,88.8,10.2,9.6,98,374,0.715,3,9.6,50,51,-2.2,100,0.4
2025/12/5 13:50,88.9,10.2,9.6,98,362,0.717,3,9.6,50,51,-1,100,0.4
2025/12/5 13:50,89,10.1,9.6,97,349,0.72,2.9,9.6,48,50,-1.7,100,0.3
2025/12/5 13:50,89.1,10.1,9.6,97,334,0.722,2.8,9.7,47,49,-1.1,100,0.3
2025/12/5 13:50,89.2,10,9.7,97,320,0.724,2.8,9.7,47,48,-1.9,100,0.3
2025/12/5 13:50,89.3,10,9.7,97,307,0.727,2.7,9.7,45,47,-1.6,100,0.3
2025/12/5 13:50,89.4,9.9,9.7,96,294,0.728,2.7,9.7,45,47,-2.8,100,0.3
2025/12/5 13:50,89.5,9.8,9.7,95,281,0.73,2.7,9.7,45,48,-2.2,100,0.3
2025/12/5 13:50,89.6,9.8,9.7,95,268,0.732,2.6,9.7,44,46,-1.2,100,0.3
2025/12/5 13:50,89.7,9.7,9.7,94,255,0.733,2.5,9.7,42,45,-1.1,100,0.3
2025/12/5 13:50,89.8,9.6,9.7,93,236,0.735,2.5,9.7,42,45,-2.2,100,0.3
2025/12/5 13:50,89.9,9.6,9.7,93,214,0.737,2.4,9.8,41,44,-3.6,100,0.3
2025/12/5 13:50,90,9.5,9.7,92,192,0.738,2.2,9.8,37,41,-0.2,100,0.4
2025/12/5 13:50,90.1,9.3,9.7,90,171,0.741,2.1,9.8,36,39,-4.1,100,0.3
2025/12/5 13:50,90.2,9.2,9.7,89,149,0.742,2.1,9.8,36,40,0.4,100,0.3
2025/12/5 13:50,90.3,9.1,9.7,88,129,0.744,2,9.8,34,38,0.9,100,0.3
2025/12/5 13:50,90.4,9,9.7,87,109,0.744,1.8,9.8,30,35,-4.3,100,0.3
2025/12/5 13:50,90.5,8.8,9.8,86,90,0.745,1.8,9.8,30,35,4.3,100,0.4
2025/12/5 13:50,90.6,8.7,9.8,85,69,0.747,1.7,9.8,28,33,-11.4,98,0.5
2025/12/5 13:50,90.7,8.6,9.8,84,50,0.748,1.9,9.8,32,38,-8.2,99,0.3
2025/12/5 13:50,90.8,8.4,9.8,82,19,0.75,2.2,9.8,37,45,5.4,100,0.6
2025/12/5 13:50,90.9,8.3,9.8,81,0,0.751,2.4,9.8,40,49,10.5,98,0.5
2025/12/5 13:50,91,8,9.8,78,0,0.752,2.6,9.8,42,54,17.7,95,0.5
2025/12/5 13:50,91.1,7.9,9.8,77,0,0.753,2.8,9.8,44,57,22.3,93,0.5
2025/12/5 13:50,91.2,7.8,9.8,76,0,0.754,2.9,9.7,44,58,24.1,91,0.5
2025/12/5 13:50,91.3,7.6,9.8,74,0,0.755,3.1,9.7,47,62,26.7,89,0.6
2025/12/5 13:50,91.4,7.6,9.8,74,0,0.756,3.2,9.7,48,64,27.6,89,0.5
2025/12/5 13:50,91.5,7.4,9.8,73,0,0.757,3.3,9.7,48,67,29.3,87,0.7
2025/12/5 13:50,91.6,7.3,9.8,72,0,0.758,3.4,9.7,49,69,30.4,86,0.6
2025/12/5 13:50,91.7,7.3,9.8,72,0,0.758,3.4,9.7,49,69,30.9,86,0.7
2025/12/5 13:50,91.8,7.2,9.9,71,0,0.759,3.5,9.7,50,70,31.7,85,0.7
2025/12/5 13:50,91.9,7.2,9.9,71,0,0.759,3.5,9.7,50,70,31.9,85,0.6
2025/12/5 13:50,92,7.1,9.9,70,0,0.76,3.6,9.7,51,73,32.5,84,0.7
2025/12/5 13:50,92.1,7,9.9,69,0,0.76,3.6,9.7,51,73,32.8,84,0.6
2025/12/5 13:50,92.2,7,9.9,69,0,0.761,3.6,9.7,51,73,32.9,84,0.6
2025/12/5 13:50,92.3,6.9,9.9,68,0,0.761,3.7,9.7,52,76,33.2,84,0.7
2025/12/5 13:50,92.4,6.9,9.9,68,0,0.761,3.7,9.7,52,76,33.4,83,0.7
2025/12/5 13:50,92.5,6.9,9.9,68,0,0.762,3.7,9.7,52,76,33.6,83,0.8
2025/12/5 13:50,92.6,6.8,9.9,67,0,0.762,3.7,9.7,52,77,33.6,83,0.7
2025/12/5 13:50,92.7,6.8,9.9,67,0,0.762,3.7,9.7,52,77,33.7,83,0.7
